Date,Open,High,Low,Close,Volume
2024-03-22,79600,79900,77800,78900,26724761
2024-03-25,79600,79800,77800,78200,18703996
2024-03-26,79700,80100,79200,79900,30551494
2024-03-27,79200,80000,79200,79800,17424595
2024-03-28,79400,81000,79200,80800,25084812
2024-03-29,81200,82500,80900,82400,27126366
2024-04-01,83200,83300,82000,82000,20116513
2024-04-02,82900,85000,82900,85000,37077944
2024-04-03,84300,85000,83500,84100,30493347
2024-04-04,85200,85500,84300,85300,25248934
2024-04-05,84500,85000,83800,84500,18883752
2024-04-08,85200,86000,84500,84500,18953232
2024-04-09,84500,84900,83100,83600,23725956
2024-04-11,83200,84700,82500,84100,25538009
2024-04-12,84700,84900,83200,83700,17061770
2024-04-15,82900,83200,81200,82200,26663772
2024-04-16,81200,81300,79400,80000,31949845
2024-04-17,80700,80800,78900,78900,22611631
2024-04-18,78800,80100,78300,79600,21370190
2024-04-19,78300,78700,76300,77600,31317563
2024-04-22,77400,77500,75100,76100,30469477
2024-04-23,76400,76800,75500,75500,18717699
2024-04-24,77500,78800,77200,78600,22166150
2024-04-25,77300,77500,76300,76300,15549134
2024-04-26,77800,77900,76500,76700,12755629
2024-04-29,77400,77600,76200,76700,14664474
2024-04-30,77000,78500,76600,77500,19007007
2024-05-02,77600,78600,77300,78000,18900640
2024-05-03,79000,79000,77500,77600,13151889
2024-05-07,79600,81300,79400,81300,26238868
2024-05-08,80800,81400,80500,81300,13089576
2024-05-09,81100,81500,79700,79700,18759935
2024-05-10,80400,81100,78900,79200,16976124
2024-05-13,79400,79900,77600,78400,18652344
2024-05-14,78600,78800,77900,78300,11763992
2024-05-16,80200,80300,78100,78200,20989778
2024-05-17,78600,78800,77200,77400,15918201
2024-05-20,78100,79100,77900,78900,19456783
2024-05-21,78500,79000,78200,78400,13690583
2024-05-22,78100,78700,77300,77700,19521506
2024-05-23,77700,79100,77100,78300,18728087
2024-05-24,76800,77000,75700,75900,27891278
2024-05-27,75300,78200,74000,77200,43825202
2024-05-28,76500,78000,76200,77600,18539072
2024-05-29,77700,78200,75200,75200,30244875
2024-05-30,74800,75200,73500,73500,28551273
2024-05-31,74500,74700,73500,73500,26198776
2024-06-03,74400,76400,74200,75700,15706268
2024-06-04,74900,76100,74900,75300,14098053
2024-06-05,78000,78000,76800,77400,23177968
2024-06-07,78400,78600,77100,77300,21189349
2024-06-10,76100,76600,75600,75700,14598755
2024-06-11,75900,76000,75100,75200,16971175
2024-06-12,75300,77100,75200,76500,19246725
2024-06-13,78400,79000,77800,78600,33763804
2024-06-14,79700,80500,79000,79600,22926612
2024-06-17,79200,79500,78000,78100,16123051
2024-06-18,78700,80200,78600,79800,18207598
2024-06-19,81100,82500,80500,81200,24168863
2024-06-20,81500,82200,81200,81600,20288913
2024-06-21,80700,80800,80000,80000,17907523
2024-06-24,79700,80900,79500,80600,15454227
2024-06-25,80600,81800,80100,80800,19088458
2024-06-26,80100,81400,79900,81300,17783242
2024-06-27,81300,81600,80500,81600,11739720
2024-06-28,81900,81900,80800,81500,9455929
2024-07-01,81500,82100,81300,81800,11317202
2024-07-02,82500,82600,81500,81800,14471904
2024-07-03,82300,82300,81000,81800,11440328
2024-07-04,82900,84700,82400,84600,43857229
2024-07-05,85600,87100,85200,87100,45791193
2024-07-08,87900,88600,86900,87400,24035809
2024-07-09,87800,88200,86900,87800,21336201
2024-07-10,87600,88000,87100,87800,17813847
2024-07-11,88500,88800,86700,87600,24677608
2024-07-12,85900,86100,84100,84400,26344386
2024-07-15,84700,87300,84100,86700,25193080
2024-07-16,86900,88000,86700,87700,16166688
2024-07-17,87100,88000,86400,86700,18186490
2024-07-18,83800,86900,83800,86900,24721790
2024-07-19,85600,86100,84100,84400,18569122
2024-07-22,84400,84900,82600,83000,18987560
2024-07-23,84200,84700,83400,83900,15766389
2024-07-24,82900,83300,81900,82000,16939083
2024-07-25,80400,81000,80100,80400,20323811
2024-07-26,80700,81300,80400,80900,14508334
2024-07-29,81600,82000,81100,81200,12797136
2024-07-30,80400,81000,80000,81000,13169636
2024-07-31,81200,83900,80900,83900,20744323
2024-08-01,86000,86100,83100,83100,20900338
2024-08-02,81000,81400,79500,79600,25800275
2024-08-05,76700,76900,70200,71400,54608790
2024-08-06,74900,75300,72300,72500,47295226
2024-08-07,73000,76000,72800,74700,32710428
2024-08-08,73200,73900,72500,73400,28414729
2024-08-09,75700,75800,74200,74700,16388222
2024-08-12,75200,75900,74800,75500,9839259
2024-08-13,76500,76600,75500,76100,10716261
2024-08-14,77400,77800,77000,77200,13246168
2024-08-16,79400,80200,78700,80200,22061478
2024-08-19,80100,80100,78000,78300,14146565
2024-08-20,79500,79800,78700,78900,10683836
2024-08-21,77900,78600,77800,78300,7805598
2024-08-22,78700,78900,77800,78300,8149101
2024-08-23,77700,78400,77500,77700,9420306
2024-08-26,78100,78200,76000,76100,15655938
2024-08-27,75700,76500,75600,75800,11130145
2024-08-28,75800,76400,75400,76400,9794514
2024-08-29,73600,74700,73500,74000,16884479
2024-08-30,74400,75000,74100,74300,16358520
2024-09-02,74500,74700,73500,74400,12641376
2024-09-03,74100,74300,72500,72500,16314599
2024-09-04,69800,71100,69800,70000,27366563
2024-09-05,70100,71200,69000,69000,25686769
2024-09-06,69100,69700,68000,68900,19022299
2024-09-09,66900,68200,66600,67500,23263298
2024-09-10,67000,67300,66000,66200,30651376
2024-09-11,65100,65500,64200,64900,35809707
2024-09-12,66000,66600,65200,66300,35884106
2024-09-13,65000,65500,64300,64400,25045135
2024-09-19,64000,64400,62200,63100,49402713
2024-09-20,63800,64700,63000,63000,32746056
2024-09-23,62300,63500,62200,62600,28542376
2024-09-24,62800,63400,62400,63200,26957500
2024-09-25,63800,64200,62200,62200,28652438
2024-09-26,63900,64900,63700,64700,37566015
2024-09-27,64700,65400,64200,64200,28433030
2024-09-30,64200,64300,61500,61500,32694163
2024-10-02,60500,61900,59900,61300,28473536
2024-10-04,61000,61700,60500,60600,24247578
2024-10-07,60200,61900,59500,61000,35066533
2024-10-08,60000,61000,59900,60300,27411786
2024-10-10,60100,60200,58900,58900,45262214
2024-10-11,59100,60100,59000,59300,29623969
2024-10-14,59500,61200,59400,60800,20886249
2024-10-15,61100,61400,60100,61000,22715239
2024-10-16,59400,60000,59200,59500,23303268
2024-10-17,59400,60100,59100,59700,23372873
2024-10-18,59900,60100,59100,59200,14420260
2024-10-21,59000,59600,58500,59000,18514905
2024-10-22,58800,58900,57700,57700,27582527
2024-10-23,57500,60000,57100,59100,27300780
2024-10-24,58200,58500,56600,56600,31499922
2024-10-25,56000,56900,55800,55900,25829315
2024-10-28,55700,58500,55700,58100,27775009
2024-10-29,58000,59600,57300,59600,28369314
2024-10-30,59100,59800,58600,59100,19838511
2024-10-31,58500,61200,58300,59200,35809196
2024-11-01,59000,59600,58100,58300,19083180
2024-11-04,58600,59400,58400,58700,15586947
2024-11-05,57800,58100,57200,57600,17484474
2024-11-06,57600,58000,56300,57300,22092218
2024-11-07,56900,58100,56800,57500,17043102
2024-11-08,58000,58300,57000,57000,13877396
2024-11-11,56700,56800,55000,55000,29811326
2024-11-12,54600,54600,53000,53000,37962881
2024-11-13,52000,53000,50500,50600,52527995
2024-11-14,50200,51800,49900,49900,48510715
2024-11-15,50300,54200,50300,53500,46774485
2024-11-18,57000,57500,55900,56700,48095234
2024-11-19,56500,57500,55900,56300,31539632
2024-11-20,56100,56500,54800,55300,20864667
2024-11-21,54900,56900,54700,56400,19096850
2024-11-22,56000,56700,55900,56000,15281543
2024-11-25,57400,57900,56700,57900,36237325
2024-11-26,57900,58900,57500,58300,23209405
2024-11-27,57700,57800,56000,56300,21808387
2024-11-28,56000,56400,55200,55500,20001134
2024-11-29,55100,55300,53800,54200,24513531
2024-12-02,54300,54400,53100,53600,22044867
2024-12-03,53100,54400,53100,53600,23374603
2024-12-04,52000,53400,52000,53100,29004766
2024-12-05,53200,54400,53200,53700,23588277
2024-12-06,53900,54400,52700,54100,22861874
2024-12-09,53500,54600,53200,53400,26227680
2024-12-10,54500,54500,53700,54000,20783970
2024-12-11,53600,54200,53400,54000,14565947
2024-12-12,54000,56500,53900,55900,33476698
2024-12-13,55800,56300,55500,56100,15908823
2024-12-16,56300,56600,55200,55600,15277277
2024-12-17,54700,55200,54000,54200,20215230
2024-12-18,54100,55400,54000,54900,13698937
2024-12-19,53500,53800,53100,53100,22481925
2024-12-20,52700,53100,51900,53000,24674774
2024-12-23,53400,54000,53300,53500,13672650
2024-12-24,53700,54500,53600,54400,11634677
2024-12-26,54500,54600,53500,53600,10517075
2024-12-27,53500,54100,53200,53700,10747196
2024-12-30,53300,54000,53100,53200,12624702
2025-01-02,52700,53600,52300,53400,16630538
2025-01-03,52800,55100,52800,54400,19318046
2025-01-06,54400,56200,54300,55900,19034284
2025-01-07,56800,57300,55400,55400,17030235
2025-01-08,54800,57500,54700,57300,26593553
2025-01-09,57600,57700,56100,56100,24490592
2025-01-10,56100,56500,55200,55300,16059223
2025-01-13,54600,55000,54100,54100,16868600
2025-01-14,54200,54600,53700,53900,17465926
2025-01-15,54100,54700,53500,53700,18625025
2025-01-16,54200,55000,54100,54300,18627298
2025-01-17,53800,54100,53200,53700,18805344
2025-01-20,53600,53900,53300,53400,11822531
2025-01-21,53700,54300,53300,53500,13535702
2025-01-22,53400,54400,53100,54300,18341991
2025-01-23,53700,54100,53500,53700,15588067
2025-01-24,53600,53800,53200,53700,11867631
2025-01-31,52200,53000,51700,52400,42186279
2025-02-03,51100,51400,50800,51000,32344897
2025-02-04,51600,53600,51500,52700,27214851
2025-02-05,53600,53800,52800,52900,15974885
2025-02-06,53400,54000,53200,54000,16466025
2025-02-07,53900,54200,53600,53700,14476866
2025-02-10,53000,55900,52900,55600,27577591
2025-02-11,55500,56300,55000,55700,24596196
2025-02-12,55100,55900,54500,55800,26428596
2025-02-13,56100,56400,55600,55800,22448377
2025-02-14,56000,57300,56000,56000,23979779
2025-02-17,56100,56500,55700,56000,11916027
2025-02-18,56200,57200,55900,56900,22131007
2025-02-19,57400,58900,57300,58700,25395151
2025-02-20,59100,59100,58100,58400,21589059
2025-02-21,58400,58500,57100,58200,22198428
2025-02-24,57300,57700,57200,57300,14138471
2025-02-25,56600,57800,56500,57200,14625181
2025-02-26,57000,57100,56100,56600,18117091
2025-02-27,56500,57100,56200,56300,14975356
2025-02-28,55400,55700,54500,54500,28036698
2025-03-04,53900,55000,53800,54500,18553933
2025-03-05,55100,55400,54000,54000,16578817
2025-03-06,54100,54500,54000,54300,12258101
2025-03-07,53500,54200,53400,53700,14274992
2025-03-10,53500,54800,53500,53700,12921670
2025-03-11,52500,54100,52500,53600,17740891
2025-03-12,53800,55300,53600,54900,17973221
2025-03-13,55800,55900,54200,54700,24132151
2025-03-14,54500,55100,54400,54700,10845154
2025-03-17,55500,57800,55400,57600,35559021
2025-03-18,58800,59000,57300,57600,28138594
2025-03-19,57400,59200,57400,58500,29421759
2025-03-20,59200,60300,58500,60200,34989004
2025-03-21,60900,61700,60400,61700,40155612
2025-03-24,61200,61600,60500,60500,14088094
2025-03-25,60900,61100,59500,59800,17259455
2025-03-26,59800,61400,59700,61400,16431645
2025-03-27,60900,62000,60800,61800,20389790
2025-03-28,60700,61100,60000,60200,16282514
2025-03-31,59500,59700,57800,57800,17633494
2025-04-01,58700,59600,57900,58800,13841706
2025-04-02,58800,59400,58300,58800,14402297
2025-04-03,56900,57800,56900,57600,19508076
2025-04-04,56200,58200,55700,56100,23527139
2025-04-07,53300,54100,53100,53200,31998883
2025-04-08,55000,55300,53300,53500,25532845
2025-04-09,53300,54300,52900,53000,20576960
2025-04-10,56600,56700,55000,56400,22948172
2025-04-11,55600,55700,54800,55200,13930480
2025-04-14,56300,56700,55800,56200,12852613
2025-04-15,56300,57100,56200,56600,8998640
2025-04-16,56000,56200,54500,54700,14437025
2025-04-17,54700,55300,54500,55100,10867069
2025-04-18,55300,55600,54900,55300,5848342
2025-04-21,55200,56000,55100,55400,5941847
2025-04-22,54900,55500,54700,55000,9532469
2025-04-23,56000,56100,55500,55700,11148692
2025-04-24,55600,55800,55200,55700,10580377
2025-04-25,56400,56400,55600,55700,12183303
2025-04-28,55800,55900,55500,55800,9341518
2025-04-29,55700,56500,55600,55800,10295518
2025-04-30,55900,56000,55300,55500,13014189
2025-05-02,55000,55500,54200,54300,22454204
2025-05-07,54500,55000,54300,54600,17136991
2025-05-08,55100,55500,54500,54600,16320532
2025-05-09,54700,55000,54400,54800,7814322
2025-05-12,55200,57600,55000,57600,15414702
2025-05-13,57700,58200,56800,56900,16842801
2025-05-14,57500,57900,57000,57400,12468089
2025-05-15,57400,58600,57100,57300,13139736
2025-05-16,57400,57500,56700,56800,10385352
2025-05-19,56400,56400,55500,55800,9802105
2025-05-20,56200,56700,55700,55900,9080577
2025-05-21,56200,56600,55700,55700,7794181
2025-05-22,55300,55500,54500,54700,15254278
2025-05-23,55000,55200,54100,54200,11247115
2025-05-26,53900,55000,53700,54700,10901337
2025-05-27,54200,54500,53800,53900,13439520
2025-05-28,54300,56100,54200,55900,17516283
2025-05-29,56200,56400,55600,56100,12936810
2025-05-30,56200,57200,55800,56200,26219683
2025-06-02,56300,57300,56200,56800,12870515
2025-06-04,57200,57900,56800,57800,19649983
2025-06-05,58100,59900,57900,59100,23266027
2025-06-09,60400,60400,59500,59800,19609659
2025-06-10,60000,60100,58800,59200,15305760
2025-06-11,59500,60100,59400,59900,13610734
2025-06-12,59700,60000,59300,59500,17755115
2025-06-13,60200,60200,57700,58300,20705979
2025-06-16,58000,58100,56900,57200,22200872
2025-06-17,57800,59800,57400,58100,28637003
2025-06-18,58000,59800,57900,59800,17620705
2025-06-19,60500,60600,59000,59200,16876278
2025-06-20,59400,59800,59100,59500,18072251
2025-06-23,58400,58500,57600,58000,16551694
2025-06-24,59400,60600,59300,60500,23737899
2025-06-25,61500,61600,60300,61300,23933612
2025-06-26,61300,61300,59900,60200,19402300
2025-06-27,60100,61600,60000,60800,17340470
2025-06-30,61200,61200,59800,59800,17110294
2025-07-01,60400,61100,60200,60200,13650991
2025-07-02,60200,60900,59800,60800,15047951
2025-07-03,61300,63800,61100,63800,32040639
2025-07-04,64700,64700,63000,63300,23748959
2025-07-07,62900,63300,61700,61700,17164708
2025-07-08,61600,62400,61000,61400,20213724
2025-07-09,61400,61400,60200,60400,17533415
2025-07-10,60600,61200,60400,61000,14768473
2025-07-11,61300,62800,61200,62600,19140650
2025-07-14,62300,62600,61800,62500,13563846
2025-07-15,62300,63800,62000,63700,18442202
2025-07-16,63700,64700,63100,64700,23042660
2025-07-17,65900,66800,64400,66700,39448683
2025-07-18,67000,67800,66300,67100,23951531
2025-07-21,67400,68800,67200,67800,17723148
2025-07-22,68100,68500,65600,66000,20829006
2025-07-23,66200,66500,64900,66400,15687058
2025-07-24,66500,66800,65900,66000,12660193
2025-07-25,65700,66300,65500,65900,8080910
2025-07-28,68200,70400,67200,70400,35332500
2025-07-29,70800,70800,68800,70600,28190940
2025-07-30,71000,73700,70600,72600,34761444
2025-07-31,73000,74000,71000,71400,26568072
2025-08-01,70200,72000,68800,68900,24038534
2025-08-04,69500,70200,68700,69700,14780072
2025-08-05,71000,71500,69700,69900,14392903
2025-08-06,69200,69400,68300,68800,12542415
2025-08-07,70800,71000,69700,70500,15008213
2025-08-08,71000,72400,70700,71800,22241128
2025-08-11,72000,72100,70800,71000,11354253
2025-08-12,71100,72400,71100,71100,15797656
2025-08-13,71900,72100,71400,71900,12305742
2025-08-14,71900,71900,71200,71600,11946122
2025-08-18,71100,71200,70000,70000,13595591
2025-08-19,70400,70700,69700,70000,10533082
2025-08-20,70100,70700,69400,70500,17445516
2025-08-21,71500,71900,70600,70600,18843833
2025-08-22,71700,71800,70800,71400,9277432
2025-08-25,71700,71800,71000,71500,10345178
2025-08-26,70800,71100,70300,70300,14712519
2025-08-27,70100,70900,69800,70600,10523405
2025-08-28,70100,70400,69600,69600,11578024
2025-08-29,70100,70500,69700,69700,11682267
2025-09-01,68400,68600,67500,67600,12002343
2025-09-02,67800,69500,67800,69100,10604028
2025-09-03,69200,69800,68800,69800,10283009
2025-09-04,69500,70100,69300,70100,12284414
2025-09-05,70300,70400,69500,69500,11526724
2025-09-08,69800,70500,69600,70100,9263135
2025-09-09,70100,71500,70000,71500,14870245
2025-09-10,71800,72800,71600,72600,21928565
2025-09-11,73200,73600,72100,73400,20793501
2025-09-12,74600,75600,74200,75400,28219678
2025-09-15,77200,77600,75900,76500,19908805
2025-09-16,76900,79500,76700,79400,28218265
2025-09-17,79100,79100,77100,78200,20856317
2025-09-18,79100,80500,78600,80500,25619035
2025-09-19,81100,81200,79600,79700,20898386
2025-09-22,81500,84000,81100,83500,27529656
2025-09-23,85800,85900,83600,84700,23610263
2025-09-24,84200,85500,83700,85400,18300997
2025-09-25,84400,86200,84100,86100,19665151
2025-09-26,85000,85300,82400,83300,24071193
2025-09-29,83300,85000,83200,84200,13069094
2025-09-30,84600,84900,83400,83900,16319061
2025-10-01,84900,86200,84700,86000,22039361
2025-10-02,89300,90300,88700,89000,49883028
2025-10-10,94000,94500,92700,94400,35269748
2025-10-13,91300,93400,90700,93300,23883308
2025-10-14,95300,96000,90200,91600,35545235
2025-10-15,92300,95300,92100,95000,21050111
2025-10-16,95300,97700,95000,97700,28141060
2025-10-17,97200,99100,96700,97900,22730809
2025-10-20,97900,98300,96000,98100,17589756
2025-10-21,98500,99900,97300,97500,22803830
2025-10-22,97100,98600,95500,98600,15937611
2025-10-23,96800,98500,96300,96500,18488581
2025-10-24,97900,99000,97700,98800,18801925
2025-10-27,101300,102000,100600,102000,22169970
2025-10-28,100900,101000,99100,99500,20002282
2025-10-29,100200,101000,99100,100500,20899788
2025-10-30,102400,105800,102000,104100,34570017
2025-10-31,105000,108600,103300,107500,54824564
2025-11-03,106900,111500,106500,111100,30110066
2025-11-04,111800,112400,104900,104900,30450281
2025-11-05,101000,102000,96700,100600,44843020
2025-11-06,103700,103800,98800,99200,28655689
2025-11-07,96400,100300,96300,97900,22908083
2025-11-10,98600,101000,97900,100600,23842327
2025-11-11,103700,106000,102000,103500,27742542
2025-11-12,103000,103900,101600,103100,19413497
2025-11-13,102500,104200,102300,102800,20838741
2025-11-14,99000,99600,97200,97200,21806342
2025-11-17,99800,101000,99500,100600,17192584
2025-11-18,99800,100900,97500,97800,18684068
2025-11-19,97100,97500,94600,96500,18993346
2025-11-20,100900,102900,99500,100600,25360435
2025-11-21,95600,96800,94500,94800,23103574
2025-11-24,97800,99000,96200,96700,29831172
2025-11-25,101400,101400,97800,99300,16110054
2025-11-26,100500,102900,99300,102800,21314975
2025-11-27,104100,105500,102700,103500,16453004
2025-11-28,103800,103800,100500,100500,15292277
2025-12-01,102000,102800,99900,100800,10905526
2025-12-02,101200,103500,101000,103400,13649487
2025-12-03,104700,105500,104000,104500,14697927
2025-12-04,103900,105100,103200,105100,11931145
2025-12-05,105300,108400,104600,108400,19755571
2025-12-08,109700,110000,108000,109500,15527762
2025-12-09,108900,109400,107300,108400,13671800
2025-12-10,108300,109800,107400,108000,12365092
2025-12-11,109200,110500,107300,107300,22994507
2025-12-12,107100,108900,106800,108900,14210314
2025-12-15,105300,105800,104600,104800,20594654
2025-12-16,104900,105600,102700,102800,18852079
2025-12-17,103500,108100,103400,107900,22297611
2025-12-18,106400,108200,105700,107600,20445631
2025-12-19,109700,109700,106200,106300,25917098
2025-12-22,109700,110500,109300,110500,24859171
2025-12-23,110900,112500,110400,111500,20419187
2025-12-24,112400,112400,110900,111100,12492939
2025-12-26,112400,117000,112400,117000,34018174
2025-12-29,119400,119700,118200,119500,19676004
2025-12-30,119100,121200,118700,119900,19746349
2026-01-02,120200,128500,120200,128500,30463279
2026-01-05,134600,138600,133600,138100,42863376
2026-01-06,135300,139300,132700,138900,45321341
2026-01-07,143500,144400,137600,141000,46317413
2026-01-08,138300,144500,138300,138800,41449329
2026-01-09,136000,140700,135200,139000,29520566
2026-01-12,141000,142000,136900,138800,25105930
