symbol,market,name,rsi_d,macd_d,signal_d,obv_d,signal_obv_9d,signal_obv_20d,market_cap,avg_trading_value_20d,today_trading_value,turnover,per,eps,cap_status,upper_closes,lower_closes,sector,sector_trend,ma20,ma50,ma200,break_20high,close_d,close
267260,KR,HD현대일렉트릭,"[45.34, 57.54, 58.19]","[7987.1277, 11698.7805, 14952.0836]","[14649.5677, 14059.4103, 14237.945]","[27045026.0, 26826166.0, 26520807.0]","[26756766.0, 26758277.0, 26761521.0]","[26963922.0, 26973001.0, 26985244.0, 27003260.0]",33848259765000.0,163498423300.0,205509540000.0,0.006071495002307395,54.87,17112.0,2026-02-10,3,1,Utilities,상승(+23.28%) TIGER KRX 기후변화솔루션,"[895700.0, 893050.0, 890200.0]","[850200.0, 847380.0, 844660.0]","[614052.5, 610912.5, 607852.5]",1,"[939000, 933000, 840000]",939000.0
278470,KR,에이피알,"[49.41, 53.66, 57.51]","[7848.5143, 7267.5648, 7487.4185]","[8309.3507, 8100.9935, 7978.2785]","[75236436.0, 74314586.0, 73941912.0]","[74758104.0, 74748039.0, 74892403.0]","[74741519.0, 74611840.0, 74508176.0, 74442897.0]",10312145452500.0,197029714950.0,253969675000.0,0.02462820915102875,44.42,6202.0,2026-02-10,0,3,Consumer Discretionary,상승(+15.69%) TIGER 200 경기소비재,"[263425.0, 260825.0, 258675.0]","[250320.0, 250130.0, 249810.0]","[199157.5, 198122.0, 197121.0]",0,"[275500, 266000, 256500]",275500.0
302440,KR,SK바이오사이언스,"[45.2, 47.64, 52.93]","[-177.7978, -186.9484, -108.2264]","[-83.8945, -104.5053, -105.2495]","[4830544.0, 4642335.0, 4494749.0]","[4633432.0, 4644691.0, 4676863.0]","[4671558.0, 4650406.0, 4633167.0, 4630363.0]",3953108930400.0,9182172575.0,9485733600.0,0.0023995629179487787,0.0,-75.0,2026-02-10,2,3,Health Care,하락(-0.02%) TIGER 헬스케어,"[49822.5, 49702.5, 49607.5]","[50466.0, 50506.0, 50573.0]","[48091.5, 48032.0, 47981.75]",0,"[50400, 49350, 48900]",50400.0
009420,KR,한올바이오파마,"[48.23, 53.58, 57.64]","[1202.5602, 1170.9519, 1332.2735]","[1391.8705, 1347.6868, 1344.6041]","[37277948.0, 36362702.0, 36033862.0]","[36867113.0, 36810023.0, 36769693.0]","[35990593.0, 35846710.0, 35770063.0, 35728932.0]",2831442579600.0,32035417790.0,49606333200.0,0.017519809003864004,1231.82,44.0,2026-02-10,0,1,Health Care,하락(-0.02%) TIGER 헬스케어,"[50700.0, 50435.0, 50342.5]","[48618.0, 48434.0, 48327.0]","[35272.0, 35136.75, 35018.25]",1,"[54200, 51700, 48800]",54200.0
007070,KR,GS리테일,"[45.77, 47.47, 57.22]","[255.6332, 189.5965, 243.39]","[207.8797, 204.223, 212.0564]","[3130613.0, 2611744.0, 2228967.0]","[2706765.0, 2586697.0, 2537067.0]","[2396441.0, 2329503.0, 2292632.0, 2266724.0]",1868625725250.0,4993722500.0,11596722150.0,0.006206016535734301,23.02,971.0,2026-02-10,1,2,Consumer Discretionary,상승(+15.69%) TIGER 200 경기소비재,"[21387.5, 21290.0, 21265.0]","[21390.2, 21370.2, 21385.2]","[17975.05, 17934.5, 17900.75]",0,"[22350, 21000, 20800]",22350.0
090710,KR,휴림로봇,"[53.82, 54.42, 57.37]","[1355.1743, 1220.0458, 1160.1014]","[1903.7762, 1767.0301, 1645.6444]","[1946200136.0, 1907202375.0, 1898481217.0]","[1898668027.0, 1896781859.0, 1895514671.0]","[1945599943.0, 1941498515.0, 1937186527.0, 1932865189.0]",1752437079990.0,532667759152.0,572097153870.0,0.32645802830950404,543.33,27.0,2026-02-10,0,1,Industrials,상승(+34.67%) KODEX 산업재,"[14985.0, 14720.5, 14440.0]","[9939.6, 9746.6, 9567.8]","[4938.01, 4874.94, 4816.06]",0,"[14670, 13920, 13770]",14670.0
AVGO,US,Broadcom Inc.,"[34.74, 49.36, 54.73]","[-8.7958, -7.5058, -5.5305]","[-7.1808, -7.2458, -6.9028]","[1238295900.0, 1208238900.0, 1175235500.0]","[1199610589.0, 1195257244.0, 1191406056.0]","[1206095430.0, 1204417350.0, 1203117995.0, 1204688070.0]",1630713722003.4355,9375426155.29602,10337804653.381348,0.006339435618828728,71.95,4.78,2026-02-10,1,1,Information Technology,하락(-2.17%) XLK,"[332.41, 332.46, 332.44]","[350.29, 351.09, 351.98]","[309.08, 308.24, 307.42]",0,"[343.94, 332.92, 310.51]",343.94000244140625
181710,KR,NHN,"[49.15, 55.92, 58.64]","[184.1598, 239.8986, 324.7094]","[205.0809, 212.0445, 234.5775]","[7352562.0, 7285006.0, 7209204.0]","[7330052.0, 7327559.0, 7341800.0]","[7309272.0, 7312770.0, 7322554.0, 7333015.0]",1080853587000.0,2137371660.0,2229348000.0,0.002062580933082475,0.0,-1355.0,2026-02-10,2,0,Information Technology,상승(+19.55%) TIGER 200 IT,"[31490.0, 31462.5, 31497.5]","[31225.0, 31227.0, 31250.0]","[27911.25, 27855.25, 27802.0]",1,"[33000, 32450, 31250]",33000.0
005690,KR,파미셀,"[42.36, 55.43, 56.24]","[-214.5219, -129.3336, -53.1396]","[-308.0504, -272.3071, -228.4736]","[203070974.0, 202051464.0, 200486269.0]","[201842098.0, 201681163.0, 201521293.0]","[200829481.0, 200762342.0, 200777170.0, 200900891.0]",888851236840.0,11761919142.0,15098943100.0,0.016987030533567142,30.92,479.0,2026-02-10,3,1,Materials,상승(+1.49%) KODEX 소재산업,"[13759.0, 13703.5, 13657.5]","[14786.4, 14827.0, 14860.8]","[13290.55, 13261.95, 13234.3]",1,"[14810, 14710, 13390]",14810.0
089970,KR,브이엠,"[48.01, 58.47, 59.92]","[165.9604, 401.0923, 632.5935]","[135.2031, 188.381, 277.2235]","[25670727.0, 24712875.0, 23771112.0]","[24178623.0, 23808875.0, 23407083.0]","[22009852.0, 21764226.0, 21589267.0, 21441282.0]",776291901000.0,23587543125.0,30459693600.0,0.039237422882761726,49.07,648.0,2026-02-10,2,1,Information Technology,상승(+19.55%) TIGER 200 IT,"[27885.0, 27662.5, 27492.5]","[28089.0, 27930.0, 27774.0]","[18405.4, 18300.1, 18200.2]",1,"[31800, 31150, 27250]",31800.0
